id,price
0,38.99
1,8.49
2,637.99
3,12.95
4,805.99
5,103.99
6,585.99
7,1054.99
8,25.99
9,92.99
10,1474.99
11,29.95
12,14.99
13,2068.26
14,154.6
15,95.12
16,137.09
17,195.53
18,499.17
19,2021.99
20,3715.48
21,149.43
22,663.22
23,18.88
24,16.09
25,1054.23
26,751.44
27,1562.06
28,179.03
29,29.93
30,3992.98
31,61.94
32,34.38
33,93.33
34,72.74
35,7022.74
36,1834.4
37,742.21
38,2426.1
39,1589.95
40,17.21
41,3640.84
42,3223.26
43,14.51
44,371.5
45,377.61
46,1320.64
47,94.08
48,459.3
49,538.5
50,195.77
51,2565.08
52,16.09
53,6594.2
54,215.57
55,75.48
56,2181.91
57,197.65
58,85.85
59,125.97
60,12567.39
61,1001.38
62,18.88
63,43.85
64,841.55
65,147.73
66,2279.02
67,2270.06
68,18.88
69,86.94
70,843.15
71,1056.98
72,3.29
73,666.65
74,20.97
75,20.97
76,24.8
77,93.25
78,363.63
79,37.24
80,377.06
81,26759.24
82,3323.92
83,14568.97
84,5189.82
85,4275.71
86,16.98
87,41.74
88,160.88
89,69.38
90,409.56
91,18.88
92,379.23
93,1306.68
94,67.47
95,1235.07
96,29578.09
97,10693.51
98,4269.47
99,1687.48
100,23.53
101,1234.09
102,377.06
103,6998.48
104,42.79
105,92.8
106,2383.02
107,36.28
108,479.12
109,1834.26
110,235.17
111,186.73
112,1573.45
113,857.38
114,4160.59
115,840.0
116,21.41
117,39.1
118,294.58
119,325.51
120,749.01
121,213.09
122,69.16
123,19.11
124,4792.85
125,137.09
126,166.15
127,460.7
128,108.95
129,20069.43
130,143.01
131,17721.99
132,1335.25
133,803.32
134,520.31
135,787.56
136,176.38
137,757.74
138,1542.62
139,5781.25
140,260.63
141,63.99
142,149.0
143,399.99
144,19.99
145,79.99
146,18.5
147,37.99
148,14.86
149,44.99
150,43.32
151,205.99
152,24.58
153,99.99
154,40.3
155,22.13
156,15.08
157,43.29
158,169.99
159,17.24
160,22.13
161,8.8
162,4.82
163,33.89
164,14.86
165,359.99
166,179.99
167,17.55
168,145.99
169,16.31
170,24.91
171,13.38
172,205.99
173,23.72
174,18.5
175,25.49
176,206.99
177,23.59
178,179.99
179,31.06
180,44.95
181,8.44
182,1434.99
183,69.17
184,29.4
185,17.1
186,22.13
187,6.14
188,14.86
189,39.99
190,825.99
191,37.19
192,205.99
193,37.82
194,92.51
195,97.99
196,12.05
197,22.13
198,24.99
199,1180.37
200,12.68
201,10.86
202,349.99
203,43.32
204,61.8
205,25.77
206,16.42
207,9.45
208,145.73
209,19.66
210,22.13
211,3.44
212,21.23
213,22.13
214,64.99
215,29.4
216,339.99
217,6.14
218,17.55
219,17.1
220,24.0
221,14.86
222,79.99
223,17.55
224,269.99
225,7.6
226,299.99
227,3.1
228,99.99
229,17.55
230,57.52
231,21.99
232,25.77
233,36.67
234,16.64
235,38.43
236,14.86
237,395.99
238,7.17
239,399.99
240,25.49
241,39.61
242,385.99
243,33.89
244,35.98
245,22.13
246,34.99
247,18.5
248,29.99
249,32.29
250,76.99
251,85.07
252,35.99
253,22.13
254,819.99
255,94.94
256,8.8
257,306.99
258,72.86
259,299.99
260,17.55
261,56.99
262,14.86
263,935.99
264,1309.31
265,99.99
266,67.94
267,26.33
268,92.2
269,25.77
270,25.77
271,39.99
272,43.3
273,299.99
274,26.14
275,29.99
276,43.36
277,36.99
278,22.13
279,25.75
280,415.99
281,17.55
282,29.4
283,14.86
284,281.99
285,22.13
286,199.99
287,14.86
288,49.21
289,415.99
290,7.81
291,26.14
292,545.51
293,14.86
294,499.99
295,22.13
296,207.99
297,22.99
298,164.99
299,14.86
300,8.01
301,22.13
302,14.86
303,25.77
304,499.99
305,71.75
306,92.51
307,12.05
308,14.86
309,329.99
310,31.57
311,430.58
312,145.7
313,25.49
314,157.36
315,18.5
316,95.99
317,26.14
318,37.18
319,45.99
320,14.86
321,25.77
322,33.99
323,89.99
324,1659.99
325,22.99
326,415.99
327,699.99
328,71.99
329,714.99
330,85.99
331,725.99
332,205.99
333,35.99
334,47.99
335,39.99
336,62.99
337,109.99
338,939.99
339,24.99
340,45.99
341,42.99
342,85.99
343,2335.0
344,49.99
345,89.99
346,45.99
347,179.99
348,289.99
349,125.99
350,19.99
351,23.99
352,724.99
353,44.95
354,1437.99
355,1025.99
356,47.99
357,95.99
358,199.99
359,29.0
360,52.99
361,264.99
362,159.99
363,169.99
364,555.99
365,1149.0
366,169.99
367,145.99
368,413.99
369,1639.99
370,53.99
