id,price
0,406.4107474226782
1,406.4107474226782
2,406.4107474226782
3,599.99
4,99.99
5,406.4107474226782
6,499.99
7,399.54
8,19.99
9,14.99
10,406.4107474226782
11,309.56
12,1849.0
13,29.95
14,95.0
15,69.95
16,406.4107474226782
17,406.4107474226782
18,19.99
19,406.4107474226782
20,406.4107474226782
21,19.99
22,9.99
23,69.99
24,69.99
25,19.99
26,299.0
27,69.99
28,49.95
29,109.95
30,299.0
31,19.99
32,19.99
33,406.4107474226782
34,29.99
35,99.99
36,39.95
37,29.95
38,59.99
39,406.4107474226782
40,49.99
41,39.99
42,29.99
43,406.4107474226782
44,406.4107474226782
45,49.99
46,29.99
47,49.99
48,29.99
49,49.95
50,9.99
51,14.99
52,9.99
53,406.4107474226782
54,29.99
55,9.99
56,19.99
57,19.99
58,19.99
59,29.99
60,406.4107474226782
61,29.99
62,406.4107474226782
63,406.4107474226782
64,19.99
65,406.4107474226782
66,29.95
67,89.99
68,406.4107474226782
69,199.95
70,200.0
71,699.0
72,9.99
73,4.99
74,499.0
75,29.99
76,299.99
77,19.99
78,59.99
79,69.95
80,9.99
81,29.99
82,19.95
83,19.99
84,39.95
85,269.99
86,59.99
87,3601.4
88,299.99
89,19.95
90,406.4107474226782
91,199.99
92,119.99
93,159.98
94,406.4107474226782
95,47.95
96,406.4107474226782
97,20.99
98,19.99
99,39.99
100,406.4107474226782
101,19.99
102,39.95
103,19.99
104,24.99
105,406.4107474226782
106,406.4107474226782
107,242.62
108,19.99
109,29.99
110,406.4107474226782
111,39.99
112,9.99
113,3371.85
114,1399.95
115,29.95
116,19.99
117,19.99
118,495.0
119,406.4107474226782
120,19.99
121,42166.22
122,14995.0
123,406.4107474226782
124,19.99
125,406.4107474226782
126,19.95
127,1623.06
128,406.4107474226782
129,19.99
130,101515.55
131,99.95
132,406.4107474226782
133,406.4107474226782
134,394.6
135,9980.0
136,3609.98
137,406.4107474226782
138,406.4107474226782
139,1599.0
140,59.99
141,650.0
142,406.4107474226782
143,406.4107474226782
144,695.0
145,249.99
146,299.0
147,406.4107474226782
148,406.4107474226782
149,1928.07
150,499.0
151,406.4107474226782
152,49.99
153,406.4107474226782
154,2814.33
155,406.4107474226782
156,304.99
157,406.4107474226782
158,49.99
159,406.4107474226782
160,406.4107474226782
161,29.99
162,89.99
163,12.99
164,9.99
165,406.4107474226782
166,599.99
167,74.99
168,406.4107474226782
169,19.99
170,5750.6
171,349.83
172,406.4107474226782
173,406.4107474226782
174,406.4107474226782
175,79.21
176,406.4107474226782
177,29.99
178,29.95
179,406.4107474226782
180,79.99
181,39.99
182,19.95
183,29.99
184,595.0
185,39.95
186,9.99
187,9104.19
188,19.99
189,406.4107474226782
190,299.99
191,1995.0
192,19.99
193,983.34
194,406.4107474226782
195,19.99
196,35.7
197,406.4107474226782
198,949.99
199,406.4107474226782
200,406.4107474226782
201,295.0
202,406.4107474226782
203,406.4107474226782
204,406.4107474226782
205,406.4107474226782
206,406.4107474226782
207,909.66
208,406.4107474226782
209,406.4107474226782
210,406.4107474226782
211,49.5
212,1372.21
213,406.4107474226782
214,159.9
215,406.4107474226782
216,199.0
217,406.4107474226782
218,330.14
219,406.4107474226782
220,406.4107474226782
221,2098.55
222,69.99
223,3732.0
224,406.4107474226782
225,229.99
226,299.95
227,49.99
228,74.59
229,49.95
230,406.4107474226782
231,406.4107474226782
232,19.95
233,49.99
234,406.4107474226782
235,99.99
236,129.99
237,406.4107474226782
238,406.4107474226782
239,29.95
240,406.4107474226782
241,29.99
242,406.4107474226782
243,118.46
244,5479.0
245,19.99
246,3210.4
247,406.4107474226782
248,406.4107474226782
249,474.99
250,999.0
251,9929.0
252,29.99
253,69.0
254,406.4107474226782
255,736.66
256,49.99
257,406.4107474226782
258,5479.0
259,406.4107474226782
260,406.4107474226782
261,406.4107474226782
262,406.4107474226782
263,406.4107474226782
264,999.0
265,699.0
266,49.99
267,149.99
268,19.99
269,209.99
270,449.99
271,735.33
272,349.0
273,39.95
274,29.99
275,9.99
276,49.99
277,49.95
278,19.95
279,29.99
280,39.95
281,19.95
282,49.99
283,9.99
284,329.0
285,19.99
286,19.95
287,599.0
288,406.4107474226782
289,249.95
290,29.95
291,19.95
292,19.99
293,149.95
294,9.99
295,19.95
296,29.95
297,24.95
298,29.95
299,19.95
300,19.99
301,39.99
302,9.99
303,29.95
304,406.4107474226782
305,29.95
306,19.95
307,19.99
308,329.95
309,69.95
310,29.99
311,406.4107474226782
312,39.99
313,406.4107474226782
314,19.95
315,399.95
316,79.99
317,9.99
318,19.99
319,9.99
320,79.95
321,149.0
322,849.0
323,9.99
324,29.99
325,9.99
326,29.95
327,19.95
328,29.95
329,406.4107474226782
330,39.99
331,9.99
332,29.99
333,999.0
334,29.95
335,406.4107474226782
336,19.99
337,19.99
338,19.95
339,29.99
340,14.99
341,19.95
342,19.95
343,19.95
344,29.99
345,50.0
346,89.99
347,19.99
348,29.99
349,49.99
350,899.0
351,29.95
352,899.99
353,899.95
354,9.99
355,49.99
356,19.95
357,19.99
358,39.99
359,19.99
360,29.99
361,799.0
362,9.99
