id,year
0,0.0
1,0.0
2,-1.3422302392518655
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,1.0511973382458502
11,-1.3422302392518655
12,1.0511973382458502
13,-1.3422302392518655
14,1.0511973382458502
15,0.0
16,0.0
17,-1.3422302392518655
18,1.0511973382458502
19,-1.3422302392518655
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,1.0511973382458502
26,0.0
27,1.0511973382458502
28,0.0
29,1.0511973382458502
30,1.0511973382458502
31,0.0
32,-1.3422302392518655
33,0.0
34,-1.3422302392518655
35,0.0
36,0.0
37,0.0
38,0.0
39,-1.3422302392518655
40,1.0511973382458502
41,0.0
42,0.0
43,0.0
44,0.0
45,-1.3422302392518655
46,1.0511973382458502
47,0.0
48,1.0511973382458502
49,-1.3422302392518655
50,0.0
51,-1.3422302392518655
52,1.0511973382458502
53,-1.3422302392518655
54,1.0511973382458502
55,-1.3422302392518655
56,-1.3422302392518655
57,0.0
58,0.0
59,1.0511973382458502
60,1.0511973382458502
61,0.0
62,-1.3422302392518655
63,1.0511973382458502
64,0.0
65,-1.684148464608682
66,0.0
67,0.0
68,1.0511973382458502
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,1.0511973382458502
77,-1.684148464608682
78,1.0511973382458502
79,0.0
80,-1.684148464608682
81,0.0
82,-1.684148464608682
83,1.0511973382458502
84,0.0
85,0.0
86,-1.684148464608682
87,1.0511973382458502
88,1.0511973382458502
89,-1.684148464608682
90,-1.684148464608682
91,1.0511973382458502
92,0.0
93,0.0
94,0.0
95,0.0
96,1.0511973382458502
97,-1.3422302392518655
98,1.0511973382458502
99,0.0
100,0.0
101,0.0
102,1.0511973382458502
103,0.0
104,-1.3422302392518655
105,1.0511973382458502
106,1.0511973382458502
107,-1.3422302392518655
108,0.0
109,0.0
110,1.0511973382458502
111,0.0
112,0.0
113,1.0511973382458502
114,-1.3422302392518655
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,1.0511973382458502
124,0.0
125,1.0511973382458502
126,0.0
127,0.0
128,0.0
129,-1.684148464608682
130,0.7092791128890337
131,0.7092791128890337
132,0.0
133,0.0
134,0.0
135,0.7092791128890337
136,0.0
137,0.7092791128890337
138,0.0
139,0.7092791128890337
140,0.0
141,-1.684148464608682
142,0.0
143,0.0
144,0.7092791128890337
145,0.0
146,-1.684148464608682
147,0.0
148,0.7092791128890337
149,0.0
150,-1.684148464608682
151,0.0
152,0.7092791128890337
153,0.7092791128890337
154,-1.684148464608682
155,0.0
156,0.0
157,0.0
158,0.7092791128890337
159,0.0
160,-1.684148464608682
161,0.0
162,0.0
163,0.7092791128890337
164,-1.684148464608682
165,0.7092791128890337
166,0.0
167,0.0
168,0.0
169,0.7092791128890337
170,0.0
171,-1.684148464608682
172,0.0
173,0.0
174,0.0
175,-1.684148464608682
176,0.0
177,0.0
178,0.7092791128890337
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.7092791128890337
185,-1.684148464608682
186,0.7092791128890337
187,0.7092791128890337
188,-1.684148464608682
189,0.0
190,0.0
191,0.7092791128890337
192,-1.684148464608682
193,-1.684148464608682
194,0.0
195,0.7092791128890337
196,1.3931155636026666
197,0.0
198,0.0
199,0.0
200,1.3931155636026666
201,0.0
202,0.7092791128890337
203,0.0
204,0.0
205,0.7092791128890337
206,-1.684148464608682
207,0.7092791128890337
208,-1.684148464608682
209,0.0
210,1.3931155636026666
211,0.0
212,0.0
213,1.3931155636026666
214,0.7092791128890337
215,0.7092791128890337
216,1.3931155636026666
217,0.0
218,0.0
219,0.0
220,0.7092791128890337
221,1.3931155636026666
222,0.0
223,1.3931155636026666
224,0.0
225,1.3931155636026666
226,0.0
227,0.0
228,1.0511973382458502
229,-1.684148464608682
230,0.0
231,1.0511973382458502
232,0.0
233,-1.684148464608682
234,0.0
235,0.0
236,0.0
237,1.0511973382458502
238,0.0
239,1.0511973382458502
240,0.0
241,-1.684148464608682
242,1.0511973382458502
243,0.0
244,0.0
245,-1.684148464608682
246,0.0
247,0.0
248,0.0
249,0.0
250,1.0511973382458502
251,-1.684148464608682
252,1.0511973382458502
253,-1.684148464608682
254,0.0
255,0.0
256,-1.684148464608682
257,0.0
258,0.02544266217540062
259,0.0
260,0.0
261,0.0
262,1.3931155636026666
263,0.0
264,0.0
265,0.0
266,0.0
267,0.02544266217540062
268,1.3931155636026666
269,0.36736088753221713
270,0.0
271,0.0
272,0.36736088753221713
273,0.0
274,0.0
275,0.36736088753221713
276,0.0
277,1.3931155636026666
278,0.36736088753221713
279,0.0
280,1.3931155636026666
281,1.3931155636026666
282,0.0
283,0.36736088753221713
284,0.0
285,0.36736088753221713
286,0.0
287,0.36736088753221713
288,0.0
289,1.3931155636026666
290,0.0
291,1.3931155636026666
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.0
298,0.36736088753221713
299,1.3931155636026666
300,0.36736088753221713
301,0.0
302,0.0
303,0.0
304,0.0
305,1.3931155636026666
306,0.36736088753221713
307,0.0
308,1.3931155636026666
309,1.3931155636026666
310,0.0
311,1.3931155636026666
312,0.0
313,0.0
314,1.3931155636026666
315,0.0
316,0.36736088753221713
317,1.3931155636026666
318,0.36736088753221713
319,0.0
320,0.0
321,0.0
322,1.3931155636026666
323,0.36736088753221713
324,0.0
325,0.0
326,0.0
327,0.0
328,1.3931155636026666
329,0.0
330,0.0
331,0.36736088753221713
332,0.0
333,0.36736088753221713
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,1.3931155636026666
340,1.3931155636026666
341,0.0
342,0.36736088753221713
343,1.3931155636026666
344,1.3931155636026666
345,0.36736088753221713
346,0.0
347,1.3931155636026666
348,1.3931155636026666
349,0.0
350,0.0
351,0.36736088753221713
352,1.3931155636026666
353,0.36736088753221713
354,0.0
355,0.0
356,1.3931155636026666
357,0.36736088753221713
358,0.0
359,0.0
360,0.0
361,0.7092791128890337
362,0.7092791128890337
363,0.0
364,0.0
365,0.0
366,0.7092791128890337
367,0.0
368,0.0
369,0.7092791128890337
370,1.3931155636026666
371,0.7092791128890337
372,0.0
373,0.0
374,0.7092791128890337
375,0.0
376,0.7092791128890337
377,0.0
378,0.0
379,0.7092791128890337
380,0.0
381,0.7092791128890337
382,0.0
383,0.0
384,-0.3164755631814159
385,1.0511973382458502
386,1.0511973382458502
387,0.0
388,0.0
389,-0.3164755631814159
390,0.0
391,0.0
392,0.0
393,-0.3164755631814159
394,1.0511973382458502
395,-0.3164755631814159
396,-0.3164755631814159
397,1.0511973382458502
398,-0.3164755631814159
399,1.0511973382458502
400,1.0511973382458502
401,-0.3164755631814159
402,0.0
403,0.0
404,0.0
405,-0.3164755631814159
406,1.3931155636026666
407,-0.3164755631814159
